sample_id,TP,TN,FP,FN,Accuracy,IoU,F1
1007599_RS_386_386RS289112_28920,0,198928,84,151,0.9988200619592996,0.0,0.0
1007600_RS_386_386RS289112_28925,3,198546,244,370,0.9969170980553617,0.004862236628849271,0.00967741935483871
1007607_RS_386_386RS289112_28960,6,198370,270,517,0.9960484628168886,0.007566204287515763,0.015018773466833541
1007608_RS_386_386RS289112_28966,1261,193262,1303,3337,0.9767024999623424,0.21369259447551261,0.35213627478358
1008367_RS_386_386RS289112_32760,62,197442,595,1064,0.9916701395339496,0.03602556653108658,0.06954570947840717
1008560_RS_386_386RS289112_33725,138,195990,802,2233,0.9847612257296787,0.043491963441537974,0.08335850196315313
1014583_RS_386_386RS124739_29840,207,196018,1977,961,0.9852482639847763,0.065818759936407,0.12350835322195704
1014584_RS_386_386RS124739_29845,23,197422,1406,312,0.9913738997705397,0.013210798391728892,0.026077097505668934
1014585_RS_386_386RS124739_29850,33,195855,2145,1130,0.9835561826242826,0.009975816203143894,0.019754564501646213
1014586_RS_386_386RS124739_29855,333,192539,2671,3620,0.9684128075998052,0.050271739130434784,0.09573091849935317
1014587_RS_386_386RS124739_29860,749,191912,2486,4016,0.9673533738696445,0.10329609709005655,0.18725
1014603_RS_386_386RS124739_29940,75,197901,434,753,0.9940400576412285,0.059429477020602216,0.11219147344801796
1014604_RS_386_386RS124739_29945,0,198377,378,408,0.9960534838298278,0.0,0.0
1014609_RS_386_386RS124739_29970,3,198034,878,248,0.9943463394305168,0.002657218777679362,0.00530035335689046
1014610_RS_386_386RS124739_29975,11,198256,595,301,0.9955011724065213,0.012127894156560088,0.023965141612200435
1014611_RS_386_386RS124739_29980,5,198140,421,597,0.9948886088279449,0.004887585532746823,0.009727626459143969
1014612_RS_386_386RS124739_29985,100,196248,1177,1638,0.9858658485762918,0.03430531732418525,0.06633499170812604
1014613_RS_386_386RS124739_29990,241,195295,2140,1487,0.9817887860697017,0.06230610134436401,0.11730348016549039
1014615_RS_386_386RS124739_30000,0,198715,222,226,0.9977505862032606,0.0,0.0
1014616_RS_386_386RS124739_30005,20,198152,463,528,0.995024176177302,0.019782393669634024,0.038797284190106696
1014617_RS_386_386RS124739_30010,117,197080,842,1124,0.9901286885616304,0.05616898703792607,0.10636363636363637
1014618_RS_386_386RS124739_30015,0,197629,663,871,0.9922977661513434,0.0,0.0
1014619_RS_386_386RS124739_30020,148,196575,861,1579,0.9877487284284732,0.0571870170015456,0.10818713450292397
1014620_RS_386_386RS124739_30026,5,197210,1021,927,0.9902190667945351,0.002560163850486431,0.005107252298263534
1014621_RS_386_386RS124739_30030,18,197761,674,710,0.9930509180922159,0.012838801711840228,0.02535211267605634
1014622_RS_386_386RS124739_30035,7,197739,774,643,0.992885224665224,0.0049157303370786515,0.009783368273934312
1014623_RS_386_386RS124739_30040,25,197322,616,1200,0.9908818405025029,0.013579576317218903,0.02679528403001072
1014626_RS_386_386RS124739_30055,0,198535,337,291,0.9968468038742135,0.0,0.0
1014627_RS_386_386RS124739_30061,324,195346,1738,1755,0.9824616018035478,0.08488341629552004,0.15648394107703453
1014628_RS_386_386RS124739_30065,1576,186040,6499,5048,0.9420223635916309,0.12009449058904215,0.2144363562147085
1014629_RS_386_386RS124739_30070,877,189664,5566,3056,0.9567088264386457,0.09232550794820507,0.16904394757131844
1014630_RS_386_386RS124739_30075,665,191392,3630,3476,0.9643206820543977,0.08557457212713937,0.15765765765765766
1014631_RS_386_386RS124739_30080,111,193133,3509,2410,0.9702806244131691,0.018407960199004977,0.0361504640937958
1014632_RS_386_386RS124739_30085,129,197037,885,1112,0.9899730371605168,0.06067732831608655,0.11441241685144124
1014635_RS_386_386RS124739_30100,1143,185528,9635,2857,0.9372775063641339,0.08382838283828382,0.15468940316686966
1014636_RS_386_386RS124739_30105,411,190002,5267,3483,0.9560661367824345,0.04486409780591639,0.08587547012118679
1014637_RS_386_386RS124739_30110,3,198442,393,325,0.99639491270969,0.004160887656033287,0.008287292817679558
1014638_RS_386_386RS124739_30115,202,196301,1596,1064,0.9866441055818601,0.07058001397624039,0.13185378590078328
1014639_RS_386_386RS124739_30121,1267,186943,7401,3552,0.9450048452774863,0.10368248772504092,0.18788462964336028
1014640_RS_386_386RS124739_30127,5,198366,407,385,0.996023357752193,0.006273525721455458,0.012468827930174564
1014641_RS_386_386RS124739_30130,25,193888,2398,2852,0.9736396820694607,0.004739336492890996,0.009433962264150943
1014642_RS_386_386RS124739_30135,176,191661,2566,4760,0.9632160592077845,0.02346041055718475,0.045845272206303724
1014643_RS_386_386RS124739_30140,0,199033,58,72,0.9993472683179104,0.0,0.0
1014644_RS_386_386RS124739_30145,28,195774,867,2494,0.9831243755115157,0.008262024195928003,0.016388645010242904
1014645_RS_386_386RS124739_30150,180,195725,2041,1217,0.9836415398442482,0.05235602094240838,0.09950248756218906
1014648_RS_386_386RS124739_30165,0,197041,780,1342,0.989345410543123,0.0,0.0
1014649_RS_386_386RS124739_30170,556,190954,2452,5201,0.9615741879766824,0.0677305396516019,0.12686822589845978
1014650_RS_386_386RS124739_30175,283,195041,2222,1617,0.9807243313266019,0.06865599223677826,0.12849035187287175
1014651_RS_386_386RS124739_30180,0,198645,230,288,0.9973991152975201,0.0,0.0
1014652_RS_386_386RS124739_30185,7,197087,915,1154,0.989611524228898,0.003371868978805395,0.00672107537205953
1014653_RS_386_386RS124739_30190,571,190651,4572,3092,0.9614653620667116,0.06933819064966606,0.1296843061548944
1014654_RS_386_386RS124739_30195,257,194051,2805,2050,0.9756229821804251,0.05027386541471048,0.0957347737008754
1014655_RS_386_386RS124739_30200,214,193963,2583,2403,0.9749652294853964,0.04115384615384615,0.07905430365718508
1014658_RS_386_386RS124739_30216,112,197312,1049,690,0.9912684584988175,0.06050783360345759,0.1141110545084055
1014659_RS_386_386RS124739_30220,689,194195,2305,1974,0.9785150856333756,0.1386876006441224,0.24359200989923988
1014660_RS_386_386RS124739_30225,54,195350,3151,608,0.9811260123617338,0.014162077104642014,0.027928626842513578
1014661_RS_386_386RS124739_30230,578,194200,2021,2364,0.9779828582618257,0.11646181744912351,0.20862660169644467
1014663_RS_386_386RS124739_30240,0,197749,487,927,0.9929002877040414,0.0,0.0
1014664_RS_386_386RS124739_30246,0,198126,481,556,0.994793209582101,0.0,0.0
1014665_RS_386_386RS124739_30250,10,198397,357,399,0.9962041142180024,0.013054830287206266,0.02577319587628866
1014668_RS_386_386RS124739_30265,29,197581,896,657,0.9922023669054996,0.018331226295828066,0.03600248292985723
1014669_RS_386_386RS124739_30271,523,192627,2748,3265,0.969808649196889,0.08001835985312117,0.14817962884261227
1014670_RS_386_386RS124739_30275,110,195301,1828,1924,0.9811611594523079,0.02848265147591921,0.0553877139979859
1014671_RS_386_386RS124739_30280,90,196346,1219,1508,0.986307697714937,0.03194888178913738,0.06191950464396285
1014672_RS_386_386RS124739_30285,0,198975,69,119,0.9990560495674398,0.0,0.0
1014673_RS_386_386RS124739_30290,0,198235,809,119,0.9953404999924684,0.0,0.0
1014675_RS_386_386RS124739_30300,1049,187775,5061,5278,0.9480877472221246,0.09211450649806814,0.16869019860094878
1014676_RS_386_386RS124739_30305,962,187501,6276,4424,0.9462751615510914,0.08249013891270794,0.15240811153358683
1014677_RS_386_386RS124739_30310,1718,183514,7504,6427,0.9300522687446966,0.10978337273947217,0.19784649047043243
1014678_RS_386_386RS124739_30315,432,190179,3902,4650,0.9570602973443862,0.04808548530721282,0.09175870858113849
1014679_RS_386_386RS124739_30321,253,190658,4083,4169,0.9585666012261314,0.029747207524985303,0.057775747887645584
1014680_RS_386_386RS124739_30325,1180,185463,6129,6391,0.9371369180018377,0.08613138686131387,0.1586021505376344
1014681_RS_386_386RS124739_30330,340,191549,4049,3225,0.9634771518806204,0.04465458366167586,0.0854915765652502
1014682_RS_386_386RS124739_30335,71,193365,2890,2837,0.971244658897486,0.012245601931700587,0.024194922474016018
1014683_RS_386_386RS124739_30340,475,190626,5791,2271,0.9595205936845699,0.05564015462106126,0.1054150022192632
1014684_RS_386_386RS124739_30345,281,193507,3688,1687,0.9730120554520669,0.04968175388967468,0.09466060299814721
1014685_RS_386_386RS124739_30350,72,195816,1609,1666,0.9835561826242826,0.02151180161338512,0.04211757823925124
1014686_RS_386_386RS124739_30355,459,192624,2908,3172,0.9694722413299659,0.0701942192995871,0.13118033723921121
1014687_RS_386_386RS124739_30360,405,193475,2083,3200,0.9734739886424687,0.07120253164556962,0.1329394387001477
1014688_RS_386_386RS124739_30365,5,199017,63,78,0.9992920371755798,0.03424657534246575,0.06622516556291391
1014689_RS_386_386RS124739_30371,115,196735,714,1599,0.9883863970717452,0.04736408566721582,0.09044435705859222
1014690_RS_386_386RS124739_30375,0,198811,176,176,0.9982326034454191,0.0,0.0
1014691_RS_386_386RS124739_30380,82,197876,503,702,0.9939496794083238,0.06371406371406371,0.1197954711468225
1014692_RS_386_386RS124739_30385,137,196906,962,1158,0.9893554525690013,0.06070004430660168,0.11445279866332497
1014693_RS_386_386RS124739_30390,329,196135,784,1915,0.9864482860772332,0.10865257595772787,0.19600834078045876
1014694_RS_386_386RS124739_30395,198,194827,2154,1984,0.9792230484577958,0.04566420664206642,0.08734009704455227
1014695_RS_386_386RS124739_30400,60,195510,1378,2215,0.9819595005096328,0.01642485628250753,0.032318879612173446
1014696_RS_386_386RS124739_30405,43,196006,1706,1408,0.9843645657074859,0.013620525815647768,0.026875
1014697_RS_386_386RS124739_30410,319,195859,1133,1852,0.9850122763766362,0.09654963680387409,0.17609715705216672
1014698_RS_386_386RS124739_30415,14,197771,741,637,0.9930810441698509,0.010057471264367816,0.01991465149359886
1014701_RS_386_386RS124739_30430,0,198779,205,179,0.9980719310313663,0.0,0.0
1014702_RS_386_386RS124739_30435,9,196860,830,1464,0.9884817963175891,0.0039079461571862786,0.007785467128027681
1014703_RS_386_386RS124739_30440,179,195307,1254,2423,0.9815377354227441,0.04642116182572614,0.08872366790582403
1014704_RS_386_386RS124739_30445,746,188916,4594,4907,0.9522953560651326,0.07280179564750659,0.13572273264804877
1014705_RS_386_386RS124739_30450,1056,186292,3471,8344,0.9406767321239387,0.08204490715562117,0.1516478782221584
1014706_RS_386_386RS124739_30455,26,196414,1341,1382,0.9863277817666937,0.009457984721716987,0.018738738738738738
1014707_RS_386_386RS124739_30460,250,194451,2256,2206,0.9775962402655112,0.05305602716468591,0.1007658202337767
1014708_RS_386_386RS124739_30465,510,190884,2547,5222,0.9609917504757409,0.061601642710472276,0.11605415860735009
1014709_RS_386_386RS124739_30470,64,196337,2095,667,0.9861319622620668,0.02264685067232838,0.044290657439446365
1014710_RS_386_386RS124739_30475,48,197819,718,578,0.9934927672308611,0.03571428571428571,0.06896551724137931
1014711_RS_386_386RS124739_30480,0,198315,398,450,0.9957421810276005,0.0,0.0
1014712_RS_386_386RS124739_30485,1943,186402,2784,8034,0.9456826820242715,0.152260794608573,0.2642818280739935
1014713_RS_386_386RS124739_30490,4444,178580,1874,14265,0.9189658721750525,0.21590633046689015,0.35513645263115834
1014714_RS_386_386RS124739_30495,834,179566,1377,17386,0.905790734222722,0.04255753431647701,0.08164064411923058
1014715_RS_386_386RS124739_30500,667,180857,1254,16385,0.9114343527663271,0.03643614115590517,0.07031044115321773
1014716_RS_386_386RS124739_30505,6,196436,1372,1349,0.986337823792572,0.0022002200220022,0.0043907793633369925
1014721_RS_386_386RS124739_30530,71,197039,716,1337,0.9896918604359244,0.033427495291902073,0.06469248291571754
1014722_RS_386_386RS124739_30536,825,194419,1538,2381,0.9803226502914698,0.17390387858347386,0.2962829951517328
1014723_RS_386_386RS124739_30540,1918,191395,1669,4181,0.9706270743059705,0.2469104016477858,0.39603551517654345
1014724_RS_386_386RS124739_30545,0,198736,272,155,0.9978560274749828,0.0,0.0
1014725_RS_386_386RS124739_30550,422,194358,1560,2823,0.977992900287704,0.08782518210197711,0.16146929405012436
1014726_RS_386_386RS124739_30555,1326,186405,4243,7189,0.9425997800796333,0.10393478601661703,0.1882987787560352
1014727_RS_386_386RS124739_30560,738,189516,2636,6273,0.9552677957251096,0.07650046646625894,0.14212806933076552
1014728_RS_386_386RS124739_30565,3,198547,305,308,0.9969221190683009,0.00487012987012987,0.009693053311793215
1014729_RS_386_386RS124739_30570,6,196334,941,1882,0.9858256804727786,0.0021208907741251328,0.004232804232804233
1014730_RS_386_386RS124739_30575,49,194053,1604,3457,0.9745886535149602,0.009589041095890411,0.018995929443690638
1014735_RS_386_386RS124739_30601,5,198792,232,134,0.998162309264271,0.013477088948787063,0.026595744680851064
1014736_RS_386_386RS124739_30605,100,197303,894,866,0.9911630172270954,0.053763440860215055,0.10204081632653061
1014737_RS_386_386RS124739_30610,335,191895,4859,2074,0.9651893172928707,0.04609246009906439,0.08812310929896093
1014738_RS_386_386RS124739_30615,12,197075,1493,583,0.9895763771383239,0.005747126436781609,0.011428571428571429
1014744_RS_386_386RS124739_30645,5,197757,748,653,0.9929655608722504,0.0035561877667140826,0.007087172218284904
1014745_RS_386_386RS124739_30651,28,197875,949,311,0.9936735236966706,0.021739130434782608,0.0425531914893617
1014746_RS_386_386RS124739_30655,15,197198,777,1173,0.9902090247686568,0.007633587786259542,0.015151515151515152
1014747_RS_386_386RS124739_30660,0,198452,341,370,0.9964300598002641,0.0,0.0
1014748_RS_386_386RS124739_30665,0,198797,218,148,0.998162309264271,0.0,0.0
1014749_RS_386_386RS124739_30670,848,191162,3785,3368,0.9640846944462576,0.10598675165604299,0.19166007458469883
1014750_RS_386_386RS124739_30675,194,194618,2713,1638,0.9781535727017568,0.042684268426842684,0.08187381304072588
1014751_RS_386_386RS124739_30680,167,193890,3403,1703,0.9743627079326983,0.03167077564953537,0.06139705882352941
1014752_RS_386_386RS124739_30685,304,191760,3920,3179,0.9643558291449718,0.041064433337836014,0.07888932139613339
1014753_RS_386_386RS124739_30690,596,189878,4367,4322,0.9563724185717226,0.06418955304254173,0.12063556320210506
1014754_RS_386_386RS124739_30695,302,193137,3485,2239,0.9712597219363034,0.0501161632923996,0.09544879898862199
1014755_RS_386_386RS124739_30700,0,198763,204,196,0.9979915948243399,0.0,0.0
1014756_RS_386_386RS124739_30705,0,198397,381,385,0.9961539040886108,0.0,0.0
1014757_RS_386_386RS124739_30710,6,197840,664,653,0.993387325959139,0.0045351473922902496,0.009029345372460496
1014758_RS_386_386RS124739_30715,513,193028,1867,3755,0.9717718652560967,0.08361858190709047,0.15433212996389892
1014759_RS_386_386RS124739_30720,23,198182,539,419,0.995189869604294,0.023445463812436288,0.045816733067729085
1014760_RS_386_386RS124739_30725,0,198886,120,157,0.9986091794158554,0.0,0.0
1014761_RS_386_386RS124739_30730,133,196491,1110,1152,0.9886266504429674,0.055532359081419624,0.10522151898734178
1014762_RS_386_386RS124739_30735,193,193487,3246,2237,0.9724697860546386,0.03400281888653982,0.06576929630260692
1014763_RS_386_386RS124739_30740,667,187204,7254,4038,0.9433027218911143,0.05577389413830588,0.10565499762395057
1014764_RS_386_386RS124739_30745,1224,185319,6896,5724,0.9366348167079227,0.08841375325050563,0.16246349880541544
1014765_RS_386_386RS124739_30750,1417,186445,7776,3525,0.943257532774662,0.11141688944802641,0.20049522461973823
1014766_RS_386_386RS124739_30755,0,198475,268,420,0.9965455430978646,0.0,0.0
1014767_RS_386_386RS124739_30760,130,197470,560,1003,0.992152156776108,0.0767867690490254,0.1426220515633571
1014768_RS_386_386RS124739_30765,1419,194317,2023,1404,0.9827929886575317,0.2928188196450681,0.4529928172386273
1014776_RS_386_386RS124739_30806,3849,189819,2839,2656,0.9724095338993689,0.4119220890410959,0.5834912453573865
1014777_RS_386_386RS124739_30811,36,197303,1154,670,0.9908416723989898,0.01935483870967742,0.0379746835443038
1014778_RS_386_386RS124739_30816,19,198796,151,197,0.9982526874971757,0.051771117166212535,0.09844559585492228
1014779_RS_386_386RS124739_30820,19,197789,580,775,0.9931965274674512,0.013828238719068414,0.027279253409906678
1014780_RS_386_386RS124739_30826,281,192557,2676,3649,0.9682420931598741,0.04253708749621556,0.08160302018295339
1014781_RS_386_386RS124739_30830,258,191529,3786,3590,0.962965008560827,0.03379617500654965,0.06538266599087683
1014782_RS_386_386RS124739_30835,54,195798,2427,884,0.9833754261584732,0.016047548291233282,0.031588183679438435
1014783_RS_386_386RS124739_30840,314,192152,3043,3654,0.9663742763465102,0.044786763657110255,0.08573378839590444
1014784_RS_386_386RS124739_30845,442,191919,4478,2324,0.9658470699878994,0.06101601325234677,0.11501431173562321
1014785_RS_386_386RS124739_30851,178,195990,930,2065,0.9849620662472447,0.05609832965647652,0.10623694419576246
1014786_RS_386_386RS124739_30856,1838,184105,4182,9038,0.9336222089444325,0.12206136273077434,0.21756628787878787
1014787_RS_386_386RS124739_30860,4077,175262,4388,15436,0.9004634394942835,0.1705786368771181,0.2914432768603903
1014788_RS_386_386RS124739_30865,63,195413,1606,2081,0.9814875252933527,0.0168,0.03304484657749803
1014789_RS_386_386RS124739_30870,224,193643,2353,2943,0.9734087154742598,0.04057971014492753,0.07799442896935933
1014790_RS_386_386RS124739_30875,118,195248,1654,2143,0.9809352138700461,0.030140485312899108,0.05851723282915944
1014791_RS_386_386RS124739_30880,70,194645,2307,2141,0.9776665344466593,0.015493581230633024,0.03051438535309503
1014792_RS_386_386RS124739_30885,3357,188663,3492,3651,0.9641349045756491,0.31971428571428573,0.48452045897380386
1014793_RS_386_386RS124739_30890,4096,186100,2845,6122,0.9549765769746389,0.313557375794228,0.47741709889853723
1014794_RS_386_386RS124739_30895,48,197242,894,979,0.9905956427649714,0.024986985944820406,0.04875571356018284
1014797_RS_386_386RS124739_30910,0,198931,155,77,0.9988351249981171,0.0,0.0
1014798_RS_386_386RS124739_30915,81,198069,462,551,0.9949137138926407,0.0740402193784278,0.13787234042553193
1014799_RS_386_386RS124739_30920,168,195451,1251,2293,0.9822055301436512,0.04525862068965517,0.0865979381443299
1014800_RS_386_386RS124739_30925,99,195479,1817,1768,0.981999668613146,0.02687296416938111,0.052339413164155434
1014801_RS_386_386RS124739_30930,333,194228,2568,2034,0.9768932984540302,0.06747720364741641,0.1264236902050114
1014802_RS_386_386RS124739_30935,390,191113,4237,3423,0.9615390408861083,0.0484472049689441,0.0924170616113744
1014803_RS_386_386RS124739_30940,1380,185044,4194,8545,0.9360373161681638,0.09774063318931936,0.17807600490354217
1014804_RS_386_386RS124739_30945,1941,181437,7597,8188,0.9207433107555119,0.10950016924292,0.19738648497483094
1014805_RS_386_386RS124739_30950,2354,184258,5670,6881,0.936981266600724,0.15793357933579336,0.27278521351179097
1014806_RS_386_386RS124739_30955,21,197007,1346,789,0.989280137374914,0.00974025974025974,0.01929260450160772
1014809_RS_386_386RS124739_30970,67,197034,518,1544,0.989646671319472,0.03147017379051198,0.0610200364298725
1014810_RS_386_386RS124739_30975,1,197855,651,656,0.9934375360885305,0.0007645259938837921,0.0015278838808250573
1014816_RS_386_386RS124739_31005,6,197447,432,1278,0.991414067874053,0.0034965034965034965,0.006968641114982578
1014817_RS_386_386RS124739_31010,16,195970,1191,1986,0.9840482418923193,0.005010961478233636,0.009971953879713306
1014818_RS_386_386RS124739_31015,4,197792,593,774,0.9931362753121815,0.0029175784099197666,0.005818181818181818
1014822_RS_386_386RS124739_31035,27,197859,428,849,0.993588166476705,0.020705521472392636,0.0405709992486852
1014823_RS_386_386RS124739_31040,318,193262,2761,2822,0.9719676847607236,0.05388917132689375,0.10226724553786783
1014824_RS_386_386RS124739_31045,1137,185393,5874,6759,0.9365695435397137,0.08257080610021786,0.1525457838599316
1014826_RS_386_386RS124739_31055,120,195937,1117,1989,0.984404733810999,0.037197768133911964,0.07172743574417215
1014827_RS_386_386RS124739_31060,83,195443,1501,2136,0.9817385759403102,0.022311827956989248,0.043649750197212726
1014830_RS_386_386RS124739_31075,19,198086,334,724,0.994687768310379,0.017641597028783658,0.03467153284671533
1014831_RS_386_386RS124739_31080,491,192085,2661,3926,0.9669265877698167,0.0693698784967505,0.1297397278372308
1014832_RS_386_386RS124739_31085,187,194121,2257,2598,0.9756229821804251,0.03708845696152321,0.07152419200611972
1014840_RS_386_386RS124739_31125,863,190418,3335,4547,0.960424376013617,0.09868496283590623,0.17964196502914237
1014841_RS_386_386RS124739_31130,816,188173,4782,5392,0.9489162143570844,0.07424931756141948,0.13823479586650855
1014842_RS_386_386RS124739_31135,952,185091,3815,9305,0.9341243102383475,0.06765207504263786,0.12673056443024494
1014843_RS_386_386RS124739_31140,1222,188197,5035,4709,0.9510752499209191,0.11143534561371513,0.2005251066622908
1014844_RS_386_386RS124739_31145,372,190814,3264,4713,0.9599473797843977,0.044556234279554435,0.08531131750945993
1014845_RS_386_386RS124739_31150,935,188147,3235,6846,0.9493831685604254,0.08487654320987655,0.15647226173541964
1014846_RS_386_386RS124739_31155,1189,185790,4206,7978,0.9388239783493922,0.08891049128841697,0.16330174426589755
1014847_RS_386_386RS124739_31160,898,188603,5161,4501,0.9514869729819294,0.08503787878787879,0.15674637807645314
1014848_RS_386_386RS124739_31165,68,195197,1974,1924,0.980428091563192,0.01714573877962683,0.03371343579573624
1014849_RS_386_386RS124739_31170,330,192020,2715,4098,0.9657918388455687,0.04619907601847963,0.08831794460056203
1014850_RS_386_386RS124739_31175,75,197113,1250,725,0.990083499445178,0.036585365853658534,0.07058823529411765
1014854_RS_386_386RS124739_31196,0,197780,690,693,0.9930559391051551,0.0,0.0
1014855_RS_386_386RS124739_31201,1,196864,974,1324,0.9884617122658325,0.00043497172683775554,0.0008695652173913044
1014856_RS_386_386RS124739_31205,139,194149,1779,3096,0.9755225619216421,0.02772237734343837,0.053949155831554435
1014857_RS_386_386RS124739_31210,241,194541,2287,2094,0.9780029423135823,0.05214192990047598,0.09911577215710467
1014858_RS_386_386RS124739_31215,679,187530,3512,7442,0.9449998242645471,0.05836843462563397,0.11029889538661468
1014859_RS_386_386RS124739_31220,216,189876,3806,5265,0.9544543916289673,0.02325831807903521,0.04545932863306324
1014860_RS_386_386RS124739_31225,407,188187,5865,4704,0.94693291424612,0.037080903790087466,0.07151014671000615
1014861_RS_386_386RS124739_31231,312,189921,4433,4497,0.9551623544533874,0.033758926639255574,0.06531295792338287
1014862_RS_386_386RS124739_31235,358,190418,2426,5961,0.957888764479346,0.04093767867352773,0.07865538833351643
1014864_RS_386_386RS124739_31245,124,193087,2486,3466,0.9701149309861772,0.02040816326530612,0.04
1014865_RS_386_386RS124739_31250,244,192543,3356,3020,0.9679860214999774,0.036858006042296075,0.07109557109557109
1014866_RS_386_386RS124739_31255,601,190167,4135,4260,0.9578485963758329,0.06680746998666073,0.12524747316869855
1014867_RS_386_386RS124739_31260,94,196559,1465,1045,0.9873972575227327,0.03609831029185868,0.06968124536693847
1014868_RS_386_386RS124739_31265,0,198612,268,283,0.9972334218705282,0.0,0.0
1014869_RS_386_386RS124739_31270,0,198470,437,256,0.9965204380331688,0.0,0.0
1014870_RS_386_386RS124739_31275,28,196519,1307,1309,0.9868650301511827,0.01059001512859304,0.020958083832335328
1014871_RS_386_386RS124739_31280,128,194073,2653,2309,0.975085733795936,0.025147347740667975,0.04906094288999617
1014872_RS_386_386RS124739_31285,69,195164,1663,2267,0.9802674191491392,0.0172543135783946,0.03392330383480826
1014873_RS_386_386RS124739_31290,5,196773,1238,1147,0.9880248841401265,0.0020920502092050207,0.0041753653444676405
1014874_RS_386_386RS124739_31295,46,195407,2080,1630,0.9813720419957522,0.012247071352502662,0.0241977906365071
1014875_RS_386_386RS124739_31300,156,194187,2704,1839,0.9771577687720604,0.033198552883592254,0.06426364572605561
1014876_RS_386_386RS124739_31306,184,194260,3171,1548,0.9763058399401495,0.03752804405466041,0.07234126204049537
1014877_RS_386_386RS124739_31310,1252,188042,1967,7902,0.9504476233035253,0.11257980397446272,0.2023761415986422
1014878_RS_386_386RS124739_31315,2052,183101,3594,10416,0.9296556087225036,0.12775494957041464,0.22656508777740975
1014879_RS_386_386RS124739_31320,427,187989,4826,5921,0.9460391739429512,0.038213710399140864,0.07361434359106973
1014880_RS_386_386RS124739_31325,476,190254,4230,4203,0.9576577978841452,0.053429116623639014,0.10143846563665423
1014881_RS_386_386RS124739_31330,308,191755,4280,2820,0.9643508081320326,0.041576673866090715,0.07983411093831
1014882_RS_386_386RS124739_31335,342,191304,3495,4022,0.9622570457364069,0.04351698689400687,0.08340446287038165
1014883_RS_386_386RS124739_31341,8,196989,893,1273,0.9891244859738003,0.0036798528058877645,0.007332722273143905
1014886_RS_386_386RS124739_31355,0,198389,351,423,0.9961137359850977,0.0,0.0
1014887_RS_386_386RS124739_31360,147,194422,1815,2779,0.9769334665575433,0.031006116852984603,0.060147299509001634
1014888_RS_386_386RS124739_31365,785,189592,3739,5047,0.9558853803166251,0.08201859784766483,0.15160293549633064
1014889_RS_386_386RS124739_31370,1855,181431,6271,9606,0.92028137756511,0.1046131288066772,0.18941134425894726
1014890_RS_386_386RS124739_31375,236,195154,906,2867,0.9810557181805858,0.05886754801696183,0.11118963486454653
1014891_RS_386_386RS124739_31381,127,194891,1192,2953,0.9791879013672218,0.029728464419475655,0.05774039554444192
1014892_RS_386_386RS124739_31385,720,192306,2862,3275,0.9691860435924343,0.10500218754557386,0.1900488319915534
1014893_RS_386_386RS124739_31390,690,188483,3854,6136,0.9498400807378881,0.06460674157303371,0.12137203166226913
1014894_RS_386_386RS124739_31395,1054,187690,3695,6724,0.9476860661869926,0.09186786367994422,0.16827652271094437
1014895_RS_386_386RS124739_31400,371,190786,3318,4688,0.9598017704091624,0.044287931240300824,0.08481938728852309
1014896_RS_386_386RS124739_31405,342,188955,3638,6228,0.9504626863423427,0.033503134796238246,0.06483412322274881
1014897_RS_386_386RS124739_31410,322,188228,4612,6001,0.9467119896767974,0.02944673068129858,0.05720884782801812
1014898_RS_386_386RS124739_31415,389,189251,4931,4592,0.9521848937804712,0.0392453591606134,0.0755266478982623
1014899_RS_386_386RS124739_31420,379,190799,4046,3939,0.9599072116808846,0.04531324725011956,0.08669792977238934
1014900_RS_386_386RS124739_31425,71,194656,2316,2120,0.977726786601929,0.01575327268693144,0.031017911751856708
1014901_RS_386_386RS124739_31430,18,197475,731,939,0.9916149083916189,0.01066350710900474,0.021101992966002344
1014902_RS_386_386RS124739_31436,46,196473,1036,1608,0.9867244417888865,0.017100371747211896,0.033625730994152045
1014903_RS_386_386RS124739_31441,5,198048,395,715,0.9944266756375432,0.004484304932735426,0.008928571428571428
1014904_RS_386_386RS124739_31445,360,194493,1470,2840,0.978359434232262,0.07708779443254818,0.14314115308151093
1014905_RS_386_386RS124739_31451,872,190234,2333,5724,0.9595456987492657,0.09765931235300705,0.17794102642587492
1014906_RS_386_386RS124739_31456,342,193016,3012,2793,0.9708530198882322,0.055636896046852125,0.10540915395284327
1014907_RS_386_386RS124739_31460,274,192686,3570,2633,0.9688546567384504,0.04230353558746333,0.0811731595319212
1014908_RS_386_386RS124739_31465,272,193235,3269,2387,0.9716011508161656,0.04588394062078273,0.08774193548387096
1014909_RS_386_386RS124739_31470,0,198166,576,421,0.9949940500996671,0.0,0.0
1014910_RS_386_386RS124739_31475,5,197606,731,821,0.9922073879184387,0.0032113037893384713,0.006402048655569782
1014911_RS_386_386RS124739_31480,0,198356,500,307,0.9959480425581057,0.0,0.0
1014912_RS_386_386RS124739_31485,1,198734,141,287,0.9978510064620436,0.002331002331002331,0.004651162790697674
1014913_RS_386_386RS124739_31490,234,193220,670,5039,0.9713350371303907,0.03937405350832913,0.07576493443419136
1014914_RS_386_386RS124739_31495,1016,191016,1388,5743,0.9641951567309189,0.124708481649687,0.22176143184546546
1014915_RS_386_386RS124739_31500,0,197717,576,870,0.9927396152899886,0.0,0.0
1014916_RS_386_386RS124739_31505,0,197971,525,667,0.9940149525765328,0.0,0.0
